Time,Full_name,Quality,Type,Kind,Exterior,Price,OnSale
2023-6-5 21:57,UMP-45 | 紫青之色 (略有磨损) ,消费级,普通,微型冲锋枪,略有磨损,10.69,当前在售(124)
2023-6-5 21:57,蝴蝶刀（★） | 致命紫罗兰 (久经沙场),隐秘,★,匕首,久经沙场,5550,当前在售(146)
2023-6-5 21:57,蝴蝶刀（★） | 致命紫罗兰 (破损不堪),隐秘,★,匕首,破损不堪,5130,当前在售(146)
2023-6-5 21:57,蝴蝶刀（★） | 致命紫罗兰 (战痕累累),隐秘,★,匕首,战痕累累,4628,当前在售(146)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 传说 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,1639.75,当前在售(14)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,3551,当前在售(14)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,1328,当前在售(14)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,1139,当前在售(14)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,1077,当前在售(14)
2023-6-5 21:57,UMP-45（StatTrak™） | 野蛮剑齿虎 (略有磨损) ,保密,StatTrak™,微型冲锋枪,略有磨损,59.9,当前在售(114)
2023-6-5 21:57,UMP-45（StatTrak™） | 野蛮剑齿虎 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,167,当前在售(114)
2023-6-5 21:57,UMP-45（StatTrak™） | 野蛮剑齿虎 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,29.26,当前在售(114)
2023-6-5 21:57,UMP-45（StatTrak™） | 野蛮剑齿虎 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,32.83,当前在售(114)
2023-6-5 21:57,UMP-45（StatTrak™） | 野蛮剑齿虎 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,24.4,当前在售(114)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 自动化 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,1249.5,当前在售(7)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 自动化 (崭新出厂),隐秘,★,匕首,崭新出厂,1666,当前在售(7)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 自动化 (久经沙场),隐秘,★,匕首,久经沙场,939,当前在售(7)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 自动化 (破损不堪),隐秘,★,匕首,破损不堪,1099.5,当前在售(7)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 自动化 (战痕累累),隐秘,★,匕首,战痕累累,952.42,当前在售(7)
2023-6-5 21:57,UMP-45（StatTrak™） | 支架 (略有磨损) ,受限,StatTrak™,微型冲锋枪,略有磨损,21,当前在售(93)
2023-6-5 21:57,UMP-45（StatTrak™） | 支架 (崭新出厂),受限,StatTrak™,微型冲锋枪,崭新出厂,42.79,当前在售(93)
2023-6-5 21:57,UMP-45（StatTrak™） | 支架 (久经沙场),受限,StatTrak™,微型冲锋枪,久经沙场,14.29,当前在售(93)
2023-6-5 21:57,UMP-45（StatTrak™） | 支架 (破损不堪),受限,StatTrak™,微型冲锋枪,破损不堪,13.37,当前在售(93)
2023-6-5 21:57,UMP-45（StatTrak™） | 支架 (战痕累累),受限,StatTrak™,微型冲锋枪,战痕累累,11.95,当前在售(93)
2023-6-5 21:57,SG 553 | 锈蚀之刃 (略有磨损) ,军规级,普通,步枪,略有磨损,0.74,当前在售(1000+)
2023-6-5 21:57,SG 553 | 锈蚀之刃 (崭新出厂),军规级,普通,步枪,崭新出厂,1.48,当前在售(1000+)
2023-6-5 21:57,SG 553 | 锈蚀之刃 (久经沙场),军规级,普通,步枪,久经沙场,0.4,当前在售(1000+)
2023-6-5 21:57,SG 553 | 锈蚀之刃 (破损不堪),军规级,普通,步枪,破损不堪,0.32,当前在售(1000+)
2023-6-5 21:57,SG 553 | 锈蚀之刃 (战痕累累),军规级,普通,步枪,战痕累累,0.32,当前在售(1000+)
2023-6-5 21:57,P2000 | 绝命密电 (略有磨损) ,军规级,普通,手枪,略有磨损,83.1,当前在售(39)
2023-6-5 21:57,P2000 | 绝命密电 (崭新出厂),军规级,普通,手枪,崭新出厂,83.9,当前在售(39)
2023-6-5 21:57,P2000 | 绝命密电 (久经沙场),军规级,普通,手枪,久经沙场,82.19,当前在售(39)
2023-6-5 21:57,P2000 | 绝命密电 (破损不堪),军规级,普通,手枪,破损不堪,82,当前在售(39)
2023-6-5 21:57,P2000 | 绝命密电 (战痕累累),军规级,普通,手枪,战痕累累,80,当前在售(39)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 澄澈之水 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,909.5,当前在售(7)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,950,当前在售(7)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,748.5,当前在售(7)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,755.55,当前在售(7)
2023-6-5 21:57,SG 553 | 军队之辉 (略有磨损) ,消费级,普通,步枪,略有磨损,0.23,当前在售(815)
2023-6-5 21:57,SG 553 | 军队之辉 (崭新出厂),消费级,普通,步枪,崭新出厂,0.47,当前在售(815)
2023-6-5 21:57,SG 553 | 军队之辉 (久经沙场),消费级,普通,步枪,久经沙场,0.17,当前在售(815)
2023-6-5 21:57,P2000（StatTrak™） | 黑曜石 (略有磨损) ,受限,StatTrak™,手枪,略有磨损,34.3,当前在售(32)
2023-6-5 21:57,P2000（StatTrak™） | 黑曜石 (崭新出厂),受限,StatTrak™,手枪,崭新出厂,89.65,当前在售(32)
2023-6-5 21:57,P2000（StatTrak™） | 黑曜石 (久经沙场),受限,StatTrak™,手枪,久经沙场,12.37,当前在售(32)
2023-6-5 21:57,P2000（StatTrak™） | 黑曜石 (破损不堪),受限,StatTrak™,手枪,破损不堪,12.76,当前在售(32)
2023-6-5 21:57,P2000（StatTrak™） | 黑曜石 (战痕累累),受限,StatTrak™,手枪,战痕累累,13.9,当前在售(32)
2023-6-5 21:57,UMP-45（StatTrak™） | 动量 (略有磨损) ,保密,StatTrak™,微型冲锋枪,略有磨损,74.6,当前在售(63)
2023-6-5 21:57,UMP-45（StatTrak™） | 动量 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,130.39,当前在售(63)
2023-6-5 21:57,UMP-45（StatTrak™） | 动量 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,44.71,当前在售(63)
2023-6-5 21:57,UMP-45（StatTrak™） | 动量 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,42.5,当前在售(63)
2023-6-5 21:57,UMP-45（StatTrak™） | 动量 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,40.8,当前在售(63)
2023-6-5 21:57,P2000（StatTrak™） | 珊瑚树 (略有磨损) ,保密,StatTrak™,手枪,略有磨损,94.8,当前在售(33)
2023-6-5 21:57,P2000（StatTrak™） | 珊瑚树 (崭新出厂),保密,StatTrak™,手枪,崭新出厂,325,当前在售(33)
2023-6-5 21:57,P2000（StatTrak™） | 珊瑚树 (久经沙场),保密,StatTrak™,手枪,久经沙场,67.21,当前在售(33)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 表面淬火 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,1500,当前在售(9)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,1180,当前在售(9)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,1098.5,当前在售(9)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,980,当前在售(9)
2023-6-5 21:57,UMP-45（StatTrak™） | 迷幻 (略有磨损) ,军规级,StatTrak™,微型冲锋枪,略有磨损,8.94,当前在售(130)
2023-6-5 21:57,UMP-45（StatTrak™） | 迷幻 (崭新出厂),军规级,StatTrak™,微型冲锋枪,崭新出厂,23.4,当前在售(130)
2023-6-5 21:57,UMP-45（StatTrak™） | 迷幻 (久经沙场),军规级,StatTrak™,微型冲锋枪,久经沙场,6.62,当前在售(130)
2023-6-5 21:57,SG 553 | 黯翼 (略有磨损) ,受限,普通,步枪,略有磨损,4.98,当前在售(926)
2023-6-5 21:57,SG 553 | 黯翼 (崭新出厂),受限,普通,步枪,崭新出厂,12,当前在售(926)
2023-6-5 21:57,SG 553 | 黯翼 (久经沙场),受限,普通,步枪,久经沙场,2.87,当前在售(926)
2023-6-5 21:57,SG 553 | 黯翼 (破损不堪),受限,普通,步枪,破损不堪,2.39,当前在售(926)
2023-6-5 21:57,SG 553 | 黯翼 (战痕累累),受限,普通,步枪,战痕累累,2.26,当前在售(926)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 自由之手 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,1077,当前在售(7)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 自由之手 (崭新出厂),隐秘,★,匕首,崭新出厂,1400,当前在售(7)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 自由之手 (久经沙场),隐秘,★,匕首,久经沙场,968,当前在售(7)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 自由之手 (破损不堪),隐秘,★,匕首,破损不堪,899.5,当前在售(7)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 自由之手 (战痕累累),隐秘,★,匕首,战痕累累,929,当前在售(7)
2023-6-5 21:57,UMP-45（StatTrak™） | 野孩子 (略有磨损) ,保密,StatTrak™,微型冲锋枪,略有磨损,201.5,当前在售(111)
2023-6-5 21:57,UMP-45（StatTrak™） | 野孩子 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,429.99,当前在售(111)
2023-6-5 21:57,UMP-45（StatTrak™） | 野孩子 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,78.24,当前在售(111)
2023-6-5 21:57,UMP-45（StatTrak™） | 野孩子 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,60.79,当前在售(111)
2023-6-5 21:57,UMP-45（StatTrak™） | 野孩子 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,43,当前在售(111)
2023-6-5 21:57,蝴蝶刀（★） | 大马士革钢 (略有磨损) ,隐秘,★,匕首,略有磨损,7247.5,当前在售(144)
2023-6-5 21:57,蝴蝶刀（★） | 大马士革钢 (崭新出厂),隐秘,★,匕首,崭新出厂,8240,当前在售(144)
2023-6-5 21:57,蝴蝶刀（★） | 大马士革钢 (久经沙场),隐秘,★,匕首,久经沙场,6450,当前在售(144)
2023-6-5 21:57,蝴蝶刀（★） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,6099,当前在售(144)
2023-6-5 21:57,蝴蝶刀（★） | 大马士革钢 (战痕累累),隐秘,★,匕首,战痕累累,5934,当前在售(144)
2023-6-5 21:57,UMP-45 | 色如焦糖 (略有磨损) ,消费级,普通,微型冲锋枪,略有磨损,51.8,当前在售(67)
2023-6-5 21:57,UMP-45 | 色如焦糖 (崭新出厂),消费级,普通,微型冲锋枪,崭新出厂,229.8,当前在售(67)
2023-6-5 21:57,UMP-45 | 色如焦糖 (久经沙场),消费级,普通,微型冲锋枪,久经沙场,50.9,当前在售(67)
2023-6-5 21:57,UMP-45 | 色如焦糖 (破损不堪),消费级,普通,微型冲锋枪,破损不堪,55,当前在售(67)
2023-6-5 21:57,UMP-45 | 色如焦糖 (战痕累累),消费级,普通,微型冲锋枪,战痕累累,48.78,当前在售(67)
2023-6-5 21:57,SG 553 | 重金属摇滚 (略有磨损) ,军规级,普通,步枪,略有磨损,1.13,当前在售(960)
2023-6-5 21:57,SG 553 | 重金属摇滚 (崭新出厂),军规级,普通,步枪,崭新出厂,2.56,当前在售(960)
2023-6-5 21:57,SG 553 | 重金属摇滚 (久经沙场),军规级,普通,步枪,久经沙场,0.71,当前在售(960)
2023-6-5 21:57,SG 553 | 重金属摇滚 (破损不堪),军规级,普通,步枪,破损不堪,0.65,当前在售(960)
2023-6-5 21:57,SG 553 | 重金属摇滚 (战痕累累),军规级,普通,步枪,战痕累累,0.62,当前在售(960)
2023-6-5 21:57,P2000（StatTrak™） | 火灵 (略有磨损) ,隐秘,StatTrak™,手枪,略有磨损,450,当前在售(34)
2023-6-5 21:57,P2000（StatTrak™） | 火灵 (崭新出厂),隐秘,StatTrak™,手枪,崭新出厂,734.4,当前在售(34)
2023-6-5 21:57,P2000（StatTrak™） | 火灵 (久经沙场),隐秘,StatTrak™,手枪,久经沙场,265,当前在售(34)
2023-6-5 21:57,P2000（StatTrak™） | 火灵 (战痕累累),隐秘,StatTrak™,手枪,战痕累累,230,当前在售(34)
2023-6-5 21:57,UMP-45 | 枯焦之色 (略有磨损) ,消费级,普通,微型冲锋枪,略有磨损,2.49,当前在售(46)
2023-6-5 21:57,UMP-45 | 枯焦之色 (崭新出厂),消费级,普通,微型冲锋枪,崭新出厂,25.23,当前在售(46)
2023-6-5 21:57,UMP-45 | 枯焦之色 (久经沙场),消费级,普通,微型冲锋枪,久经沙场,1.11,当前在售(46)
2023-6-5 21:57,UMP-45 | 枯焦之色 (破损不堪),消费级,普通,微型冲锋枪,破损不堪,1.25,当前在售(46)
2023-6-5 21:57,UMP-45 | 枯焦之色 (战痕累累),消费级,普通,微型冲锋枪,战痕累累,1.79,当前在售(46)
2023-6-5 21:57,P2000 | 工业牧草 (略有磨损) ,工业级,普通,手枪,略有磨损,12.4,当前在售(16)
2023-6-5 21:57,P2000 | 工业牧草 (崭新出厂),工业级,普通,手枪,崭新出厂,79.99,当前在售(16)
2023-6-5 21:57,P2000 | 工业牧草 (久经沙场),工业级,普通,手枪,久经沙场,6.95,当前在售(16)
2023-6-5 21:57,P2000 | 工业牧草 (破损不堪),工业级,普通,手枪,破损不堪,7.4,当前在售(16)
2023-6-5 21:57,P2000 | 工业牧草 (战痕累累),工业级,普通,手枪,战痕累累,5.98,当前在售(16)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 人工染色 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,948.5,当前在售(6)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 人工染色 (崭新出厂),隐秘,★,匕首,崭新出厂,2358.82,当前在售(6)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 人工染色 (久经沙场),隐秘,★,匕首,久经沙场,740,当前在售(6)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 人工染色 (破损不堪),隐秘,★,匕首,破损不堪,1240,当前在售(6)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 人工染色 (战痕累累),隐秘,★,匕首,战痕累累,886.98,当前在售(6)
2023-6-5 21:57,UMP-45（StatTrak™） | 塑胶炸弹 (略有磨损) ,受限,StatTrak™,微型冲锋枪,略有磨损,16.4,当前在售(64)
2023-6-5 21:57,UMP-45（StatTrak™） | 塑胶炸弹 (崭新出厂),受限,StatTrak™,微型冲锋枪,崭新出厂,33.84,当前在售(64)
2023-6-5 21:57,UMP-45（StatTrak™） | 塑胶炸弹 (久经沙场),受限,StatTrak™,微型冲锋枪,久经沙场,7.98,当前在售(64)
2023-6-5 21:57,UMP-45（StatTrak™） | 塑胶炸弹 (破损不堪),受限,StatTrak™,微型冲锋枪,破损不堪,8.55,当前在售(64)
2023-6-5 21:57,UMP-45（StatTrak™） | 塑胶炸弹 (战痕累累),受限,StatTrak™,微型冲锋枪,战痕累累,6.43,当前在售(64)
2023-6-5 21:57,P2000 | 草原落叶 (略有磨损) ,工业级,普通,手枪,略有磨损,70.99,当前在售(16)
2023-6-5 21:57,P2000 | 草原落叶 (久经沙场),工业级,普通,手枪,久经沙场,44.8,当前在售(16)
2023-6-5 21:57,P2000 | 草原落叶 (破损不堪),工业级,普通,手枪,破损不堪,39.82,当前在售(16)
2023-6-5 21:57,P2000 | 草原落叶 (战痕累累),工业级,普通,手枪,战痕累累,36.79,当前在售(16)
2023-6-5 21:57,SG 553 | 危险距离 (略有磨损) ,军规级,普通,步枪,略有磨损,0.99,当前在售(673)
2023-6-5 21:57,SG 553 | 危险距离 (崭新出厂),军规级,普通,步枪,崭新出厂,1.68,当前在售(673)
2023-6-5 21:57,SG 553 | 危险距离 (久经沙场),军规级,普通,步枪,久经沙场,0.52,当前在售(673)
2023-6-5 21:57,SG 553 | 危险距离 (破损不堪),军规级,普通,步枪,破损不堪,0.45,当前在售(673)
2023-6-5 21:57,SG 553 | 危险距离 (战痕累累),军规级,普通,步枪,战痕累累,0.39,当前在售(673)
2023-6-5 21:57,P2000 | 寻路者 (略有磨损) ,工业级,普通,手枪,略有磨损,87.07,当前在售(10)
2023-6-5 21:57,P2000 | 寻路者 (崭新出厂),工业级,普通,手枪,崭新出厂,90.3,当前在售(10)
2023-6-5 21:57,P2000 | 寻路者 (久经沙场),工业级,普通,手枪,久经沙场,82.78,当前在售(10)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 蓝钢 (略有磨损) ,隐秘,★ StatTrak™,匕首,略有磨损,994.9,当前在售(4)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 蓝钢 (崭新出厂),隐秘,★,匕首,崭新出厂,5000,当前在售(4)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 蓝钢 (久经沙场),隐秘,★,匕首,久经沙场,910,当前在售(4)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 蓝钢 (破损不堪),隐秘,★,匕首,破损不堪,900,当前在售(4)
2023-6-5 21:57,暗影双匕（★ StatTrak™） | 蓝钢 (战痕累累),隐秘,★,匕首,战痕累累,999.5,当前在售(4)
2023-6-5 21:57,蝴蝶刀（★） | 澄澈之水 (略有磨损) ,隐秘,★,匕首,略有磨损,7680,当前在售(137)
2023-6-5 21:57,蝴蝶刀（★） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,8590,当前在售(137)
