Time,Full_name,Quality,Type,Kind,Exterior,Price,OnSale
2023-6-17 21:58,P2000（纪念品） | 坚固链甲 (略有磨损),军规级,纪念品,手枪,略有磨损,69.4,当前在售(85)
2023-6-17 21:58,蝴蝶刀（★） | 深红之网 (破损不堪),隐秘,★,匕首,破损不堪,6500,当前在售(295)
2023-6-17 21:58,蝴蝶刀（★） | 深红之网 (战痕累累),隐秘,★,匕首,战痕累累,5609.5,当前在售(295)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 大马士革钢 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,996.59,当前在售(11)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 大马士革钢 (崭新出厂),隐秘,★,匕首,崭新出厂,1129,当前在售(11)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 大马士革钢 (久经沙场),隐秘,★,匕首,久经沙场,810,当前在售(11)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,949.99,当前在售(11)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 大马士革钢 (战痕累累),隐秘,★,匕首,战痕累累,820,当前在售(11)
2023-6-17 21:58,SG 553 | 阿罗哈 (略有磨损),军规级,普通,步枪,略有磨损,0.97,当前在售(1000+)
2023-6-17 21:58,SG 553 | 阿罗哈 (崭新出厂),军规级,普通,步枪,崭新出厂,1.26,当前在售(1000+)
2023-6-17 21:58,SG 553 | 阿罗哈 (久经沙场),军规级,普通,步枪,久经沙场,0.48,当前在售(1000+)
2023-6-17 21:58,SG 553 | 阿罗哈 (破损不堪),军规级,普通,步枪,破损不堪,0.32,当前在售(1000+)
2023-6-17 21:58,SG 553 | 阿罗哈 (战痕累累),军规级,普通,步枪,战痕累累,0.31,当前在售(1000+)
2023-6-17 21:58,UMP-45 | 金铋辉煌 (略有磨损),受限,普通,微型冲锋枪,略有磨损,20.95,当前在售(98)
2023-6-17 21:58,UMP-45 | 金铋辉煌 (崭新出厂),受限,普通,微型冲锋枪,崭新出厂,32.5,当前在售(98)
2023-6-17 21:58,UMP-45 | 金铋辉煌 (久经沙场),受限,普通,微型冲锋枪,久经沙场,15.24,当前在售(98)
2023-6-17 21:58,UMP-45 | 金铋辉煌 (破损不堪),受限,普通,微型冲锋枪,破损不堪,19.5,当前在售(98)
2023-6-17 21:58,UMP-45 | 金铋辉煌 (战痕累累),受限,普通,微型冲锋枪,战痕累累,10.78,当前在售(98)
2023-6-17 21:58,UMP-45 | 逮捕者 (略有磨损),军规级,普通,微型冲锋枪,略有磨损,4.27,当前在售(105)
2023-6-17 21:58,UMP-45 | 逮捕者 (崭新出厂),军规级,普通,微型冲锋枪,崭新出厂,6.07,当前在售(105)
2023-6-17 21:58,UMP-45 | 逮捕者 (久经沙场),军规级,普通,微型冲锋枪,久经沙场,2.57,当前在售(105)
2023-6-17 21:58,UMP-45 | 逮捕者 (破损不堪),军规级,普通,微型冲锋枪,破损不堪,2.31,当前在售(105)
2023-6-17 21:58,UMP-45 | 逮捕者 (战痕累累),军规级,普通,微型冲锋枪,战痕累累,2.15,当前在售(105)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 传说 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1599.44,当前在售(15)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,3487.5,当前在售(15)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,1460,当前在售(15)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,1160,当前在售(15)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,1025,当前在售(15)
2023-6-17 21:58,SG 553 | 青龙 (略有磨损),受限,普通,步枪,略有磨损,8.94,当前在售(1000+)
2023-6-17 21:58,SG 553 | 青龙 (崭新出厂),受限,普通,步枪,崭新出厂,15.9,当前在售(1000+)
2023-6-17 21:58,SG 553 | 青龙 (久经沙场),受限,普通,步枪,久经沙场,4.3,当前在售(1000+)
2023-6-17 21:58,SG 553 | 青龙 (破损不堪),受限,普通,步枪,破损不堪,3.99,当前在售(1000+)
2023-6-17 21:58,SG 553 | 青龙 (战痕累累),受限,普通,步枪,战痕累累,3.23,当前在售(1000+)
2023-6-17 21:58,P2000 | 黑曜石 (略有磨损),受限,普通,手枪,略有磨损,15,当前在售(66)
2023-6-17 21:58,P2000 | 黑曜石 (崭新出厂),受限,普通,手枪,崭新出厂,34.36,当前在售(66)
2023-6-17 21:58,P2000 | 黑曜石 (久经沙场),受限,普通,手枪,久经沙场,9,当前在售(66)
2023-6-17 21:58,P2000 | 黑曜石 (破损不堪),受限,普通,手枪,破损不堪,6.26,当前在售(66)
2023-6-17 21:58,P2000 | 黑曜石 (战痕累累),受限,普通,手枪,战痕累累,7.65,当前在售(66)
2023-6-17 21:58,蝴蝶刀（★） | 表面淬火 (略有磨损),隐秘,★,匕首,略有磨损,6900,当前在售(234)
2023-6-17 21:58,蝴蝶刀（★） | 表面淬火 (崭新出厂),隐秘,★,匕首,崭新出厂,9366,当前在售(234)
2023-6-17 21:58,蝴蝶刀（★） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,6060,当前在售(234)
2023-6-17 21:58,蝴蝶刀（★） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,5400,当前在售(234)
2023-6-17 21:58,蝴蝶刀（★） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,5199.5,当前在售(234)
2023-6-17 21:58,UMP-45（StatTrak™） | 野蛮剑齿虎 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,59.5,当前在售(87)
2023-6-17 21:58,UMP-45（StatTrak™） | 野蛮剑齿虎 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,146.5,当前在售(87)
2023-6-17 21:58,UMP-45（StatTrak™） | 野蛮剑齿虎 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,26.2,当前在售(87)
2023-6-17 21:58,UMP-45（StatTrak™） | 野蛮剑齿虎 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,28.39,当前在售(87)
2023-6-17 21:58,UMP-45（StatTrak™） | 野蛮剑齿虎 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,20.63,当前在售(87)
2023-6-17 21:58,SG 553 | 赛博之力 (略有磨损),军规级,普通,步枪,略有磨损,1.6,当前在售(1000+)
2023-6-17 21:58,SG 553 | 赛博之力 (崭新出厂),军规级,普通,步枪,崭新出厂,3.39,当前在售(1000+)
2023-6-17 21:58,SG 553 | 赛博之力 (久经沙场),军规级,普通,步枪,久经沙场,0.76,当前在售(1000+)
2023-6-17 21:58,SG 553 | 赛博之力 (破损不堪),军规级,普通,步枪,破损不堪,0.64,当前在售(1000+)
2023-6-17 21:58,SG 553 | 赛博之力 (战痕累累),军规级,普通,步枪,战痕累累,0.59,当前在售(1000+)
2023-6-17 21:58,蝴蝶刀（★） | 传说 (略有磨损),隐秘,★,匕首,略有磨损,26400,当前在售(234)
2023-6-17 21:58,蝴蝶刀（★） | 传说 (崭新出厂),隐秘,★,匕首,崭新出厂,48400,当前在售(234)
2023-6-17 21:58,蝴蝶刀（★） | 传说 (久经沙场),隐秘,★,匕首,久经沙场,13888.5,当前在售(234)
2023-6-17 21:58,蝴蝶刀（★） | 传说 (破损不堪),隐秘,★,匕首,破损不堪,9876,当前在售(234)
2023-6-17 21:58,蝴蝶刀（★） | 传说 (战痕累累),隐秘,★,匕首,战痕累累,7080,当前在售(234)
2023-6-17 21:58,UMP-45（StatTrak™） | 支架 (略有磨损),受限,StatTrak™,微型冲锋枪,略有磨损,19.27,当前在售(109)
2023-6-17 21:58,UMP-45（StatTrak™） | 支架 (崭新出厂),受限,StatTrak™,微型冲锋枪,崭新出厂,41.23,当前在售(109)
2023-6-17 21:58,UMP-45（StatTrak™） | 支架 (久经沙场),受限,StatTrak™,微型冲锋枪,久经沙场,14.29,当前在售(109)
2023-6-17 21:58,UMP-45（StatTrak™） | 支架 (破损不堪),受限,StatTrak™,微型冲锋枪,破损不堪,12.97,当前在售(109)
2023-6-17 21:58,UMP-45（StatTrak™） | 支架 (战痕累累),受限,StatTrak™,微型冲锋枪,战痕累累,12.33,当前在售(109)
2023-6-17 21:58,SG 553 | 锈蚀之刃 (略有磨损),军规级,普通,步枪,略有磨损,0.65,当前在售(1000+)
2023-6-17 21:58,SG 553 | 锈蚀之刃 (崭新出厂),军规级,普通,步枪,崭新出厂,1.17,当前在售(1000+)
2023-6-17 21:58,SG 553 | 锈蚀之刃 (久经沙场),军规级,普通,步枪,久经沙场,0.39,当前在售(1000+)
2023-6-17 21:58,SG 553 | 锈蚀之刃 (破损不堪),军规级,普通,步枪,破损不堪,0.33,当前在售(1000+)
2023-6-17 21:58,SG 553 | 锈蚀之刃 (战痕累累),军规级,普通,步枪,战痕累累,0.31,当前在售(1000+)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 自动化 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1198.8,当前在售(12)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 自动化 (崭新出厂),隐秘,★,匕首,崭新出厂,1555,当前在售(12)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 自动化 (久经沙场),隐秘,★,匕首,久经沙场,937,当前在售(12)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 自动化 (破损不堪),隐秘,★,匕首,破损不堪,1100,当前在售(12)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 自动化 (战痕累累),隐秘,★,匕首,战痕累累,950,当前在售(12)
2023-6-17 21:58,P2000（纪念品） | 渐变琥珀 (略有磨损),受限,纪念品,手枪,略有磨损,95.8,当前在售(57)
2023-6-17 21:58,P2000（纪念品） | 渐变琥珀 (崭新出厂),受限,纪念品,手枪,崭新出厂,199,当前在售(57)
2023-6-17 21:58,P2000（纪念品） | 渐变琥珀 (久经沙场),受限,纪念品,手枪,久经沙场,70,当前在售(57)
2023-6-17 21:58,P2000（纪念品） | 渐变琥珀 (破损不堪),受限,纪念品,手枪,破损不堪,360,当前在售(57)
2023-6-17 21:58,UMP-45（StatTrak™） | 动量 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,70.9,当前在售(119)
2023-6-17 21:58,UMP-45（StatTrak™） | 动量 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,125.5,当前在售(119)
2023-6-17 21:58,UMP-45（StatTrak™） | 动量 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,43.5,当前在售(119)
2023-6-17 21:58,UMP-45（StatTrak™） | 动量 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,45,当前在售(119)
2023-6-17 21:58,UMP-45（StatTrak™） | 动量 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,38,当前在售(119)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 澄澈之水 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,799,当前在售(16)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,966.5,当前在售(16)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,723.85,当前在售(16)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,909.5,当前在售(16)
2023-6-17 21:58,蝴蝶刀（★） | 致命紫罗兰 (略有磨损),隐秘,★,匕首,略有磨损,8500,当前在售(165)
2023-6-17 21:58,蝴蝶刀（★） | 致命紫罗兰 (崭新出厂),隐秘,★,匕首,崭新出厂,17800,当前在售(165)
2023-6-17 21:58,蝴蝶刀（★） | 致命紫罗兰 (久经沙场),隐秘,★,匕首,久经沙场,5598.5,当前在售(165)
2023-6-17 21:58,蝴蝶刀（★） | 致命紫罗兰 (破损不堪),隐秘,★,匕首,破损不堪,5130,当前在售(165)
2023-6-17 21:58,蝴蝶刀（★） | 致命紫罗兰 (战痕累累),隐秘,★,匕首,战痕累累,4609.5,当前在售(165)
2023-6-17 21:58,P2000 | 绝命密电 (略有磨损),军规级,普通,手枪,略有磨损,87.5,当前在售(36)
2023-6-17 21:58,P2000 | 绝命密电 (崭新出厂),军规级,普通,手枪,崭新出厂,89.06,当前在售(36)
2023-6-17 21:58,P2000 | 绝命密电 (久经沙场),军规级,普通,手枪,久经沙场,88.6,当前在售(36)
2023-6-17 21:58,P2000 | 绝命密电 (破损不堪),军规级,普通,手枪,破损不堪,86.54,当前在售(36)
2023-6-17 21:58,P2000 | 绝命密电 (战痕累累),军规级,普通,手枪,战痕累累,85.85,当前在售(36)
2023-6-17 21:58,UMP-45（StatTrak™） | 迷幻 (略有磨损),军规级,StatTrak™,微型冲锋枪,略有磨损,7.79,当前在售(120)
2023-6-17 21:58,UMP-45（StatTrak™） | 迷幻 (崭新出厂),军规级,StatTrak™,微型冲锋枪,崭新出厂,32,当前在售(120)
2023-6-17 21:58,UMP-45（StatTrak™） | 迷幻 (久经沙场),军规级,StatTrak™,微型冲锋枪,久经沙场,6.36,当前在售(120)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 表面淬火 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1499,当前在售(10)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 表面淬火 (久经沙场),隐秘,★,匕首,久经沙场,1398.5,当前在售(10)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 表面淬火 (破损不堪),隐秘,★,匕首,破损不堪,1042.5,当前在售(10)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 表面淬火 (战痕累累),隐秘,★,匕首,战痕累累,3200,当前在售(10)
2023-6-17 21:58,蝴蝶刀（★） | 大马士革钢 (略有磨损),隐秘,★,匕首,略有磨损,7097.5,当前在售(147)
2023-6-17 21:58,蝴蝶刀（★） | 大马士革钢 (崭新出厂),隐秘,★,匕首,崭新出厂,8100,当前在售(147)
2023-6-17 21:58,蝴蝶刀（★） | 大马士革钢 (久经沙场),隐秘,★,匕首,久经沙场,6399,当前在售(147)
2023-6-17 21:58,蝴蝶刀（★） | 大马士革钢 (破损不堪),隐秘,★,匕首,破损不堪,6099,当前在售(147)
2023-6-17 21:58,蝴蝶刀（★） | 大马士革钢 (战痕累累),隐秘,★,匕首,战痕累累,5920,当前在售(147)
2023-6-17 21:58,P2000（StatTrak™） | 黑曜石 (略有磨损),受限,StatTrak™,手枪,略有磨损,37.15,当前在售(31)
2023-6-17 21:58,P2000（StatTrak™） | 黑曜石 (崭新出厂),受限,StatTrak™,手枪,崭新出厂,88.79,当前在售(31)
2023-6-17 21:58,P2000（StatTrak™） | 黑曜石 (久经沙场),受限,StatTrak™,手枪,久经沙场,13.66,当前在售(31)
2023-6-17 21:58,P2000（StatTrak™） | 黑曜石 (破损不堪),受限,StatTrak™,手枪,破损不堪,13.7,当前在售(31)
2023-6-17 21:58,P2000（StatTrak™） | 黑曜石 (战痕累累),受限,StatTrak™,手枪,战痕累累,9.37,当前在售(31)
2023-6-17 21:58,UMP-45（StatTrak™） | 野孩子 (略有磨损),保密,StatTrak™,微型冲锋枪,略有磨损,200.5,当前在售(111)
2023-6-17 21:58,UMP-45（StatTrak™） | 野孩子 (崭新出厂),保密,StatTrak™,微型冲锋枪,崭新出厂,399.5,当前在售(111)
2023-6-17 21:58,UMP-45（StatTrak™） | 野孩子 (久经沙场),保密,StatTrak™,微型冲锋枪,久经沙场,71.63,当前在售(111)
2023-6-17 21:58,UMP-45（StatTrak™） | 野孩子 (破损不堪),保密,StatTrak™,微型冲锋枪,破损不堪,58.68,当前在售(111)
2023-6-17 21:58,UMP-45（StatTrak™） | 野孩子 (战痕累累),保密,StatTrak™,微型冲锋枪,战痕累累,43.2,当前在售(111)
2023-6-17 21:58,SG 553 | 军队之辉 (略有磨损),消费级,普通,步枪,略有磨损,0.16,当前在售(889)
2023-6-17 21:58,SG 553 | 军队之辉 (崭新出厂),消费级,普通,步枪,崭新出厂,0.39,当前在售(889)
2023-6-17 21:58,SG 553 | 军队之辉 (久经沙场),消费级,普通,步枪,久经沙场,0.15,当前在售(889)
2023-6-17 21:58,蝴蝶刀（★） | 澄澈之水 (略有磨损),隐秘,★,匕首,略有磨损,7560,当前在售(147)
2023-6-17 21:58,蝴蝶刀（★） | 澄澈之水 (崭新出厂),隐秘,★,匕首,崭新出厂,8399,当前在售(147)
2023-6-17 21:58,蝴蝶刀（★） | 澄澈之水 (久经沙场),隐秘,★,匕首,久经沙场,6620,当前在售(147)
2023-6-17 21:58,蝴蝶刀（★） | 澄澈之水 (破损不堪),隐秘,★,匕首,破损不堪,5898,当前在售(147)
2023-6-17 21:58,蝴蝶刀（★） | 澄澈之水 (战痕累累),隐秘,★,匕首,战痕累累,5698,当前在售(147)
2023-6-17 21:58,P2000（StatTrak™） | 珊瑚树 (略有磨损),保密,StatTrak™,手枪,略有磨损,107.99,当前在售(31)
2023-6-17 21:58,P2000（StatTrak™） | 珊瑚树 (崭新出厂),保密,StatTrak™,手枪,崭新出厂,297.4,当前在售(31)
2023-6-17 21:58,P2000（StatTrak™） | 珊瑚树 (久经沙场),保密,StatTrak™,手枪,久经沙场,70.68,当前在售(31)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 自由之手 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1039,当前在售(6)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 自由之手 (崭新出厂),隐秘,★,匕首,崭新出厂,1366.59,当前在售(6)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 自由之手 (久经沙场),隐秘,★,匕首,久经沙场,908.5,当前在售(6)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 自由之手 (战痕累累),隐秘,★,匕首,战痕累累,929,当前在售(6)
2023-6-17 21:58,P2000（StatTrak™） | 火灵 (略有磨损),隐秘,StatTrak™,手枪,略有磨损,418.9,当前在售(36)
2023-6-17 21:58,P2000（StatTrak™） | 火灵 (崭新出厂),隐秘,StatTrak™,手枪,崭新出厂,694.3,当前在售(36)
2023-6-17 21:58,P2000（StatTrak™） | 火灵 (久经沙场),隐秘,StatTrak™,手枪,久经沙场,265,当前在售(36)
2023-6-17 21:58,P2000（StatTrak™） | 火灵 (破损不堪),隐秘,StatTrak™,手枪,破损不堪,888.88,当前在售(36)
2023-6-17 21:58,P2000（StatTrak™） | 火灵 (战痕累累),隐秘,StatTrak™,手枪,战痕累累,263.88,当前在售(36)
2023-6-17 21:58,蝴蝶刀（★） | 都市伪装 (略有磨损),隐秘,★,匕首,略有磨损,5295,当前在售(136)
2023-6-17 21:58,蝴蝶刀（★） | 都市伪装 (崭新出厂),隐秘,★,匕首,崭新出厂,7396.5,当前在售(136)
2023-6-17 21:58,蝴蝶刀（★） | 都市伪装 (久经沙场),隐秘,★,匕首,久经沙场,4350,当前在售(136)
2023-6-17 21:58,蝴蝶刀（★） | 都市伪装 (破损不堪),隐秘,★,匕首,破损不堪,4200,当前在售(136)
2023-6-17 21:58,蝴蝶刀（★） | 都市伪装 (战痕累累),隐秘,★,匕首,战痕累累,4216.5,当前在售(136)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 人工染色 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,1100,当前在售(4)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 人工染色 (崭新出厂),隐秘,★,匕首,崭新出厂,2250,当前在售(4)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 人工染色 (久经沙场),隐秘,★,匕首,久经沙场,730,当前在售(4)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 人工染色 (战痕累累),隐秘,★,匕首,战痕累累,887.99,当前在售(4)
2023-6-17 21:58,UMP-45 | 色如焦糖 (略有磨损),消费级,普通,微型冲锋枪,略有磨损,51,当前在售(90)
2023-6-17 21:58,UMP-45 | 色如焦糖 (崭新出厂),消费级,普通,微型冲锋枪,崭新出厂,227.88,当前在售(90)
2023-6-17 21:58,UMP-45 | 色如焦糖 (久经沙场),消费级,普通,微型冲锋枪,久经沙场,46.13,当前在售(90)
2023-6-17 21:58,UMP-45 | 色如焦糖 (破损不堪),消费级,普通,微型冲锋枪,破损不堪,54.49,当前在售(90)
2023-6-17 21:58,UMP-45 | 色如焦糖 (战痕累累),消费级,普通,微型冲锋枪,战痕累累,49.96,当前在售(90)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 蓝钢 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,994.9,当前在售(4)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 蓝钢 (崭新出厂),隐秘,★,匕首,崭新出厂,1820,当前在售(4)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 蓝钢 (久经沙场),隐秘,★,匕首,久经沙场,900,当前在售(4)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 蓝钢 (破损不堪),隐秘,★,匕首,破损不堪,890,当前在售(4)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 蓝钢 (战痕累累),隐秘,★,匕首,战痕累累,999.5,当前在售(4)
2023-6-17 21:58,P2000 | 工业牧草 (略有磨损),工业级,普通,手枪,略有磨损,11.69,当前在售(23)
2023-6-17 21:58,P2000 | 工业牧草 (崭新出厂),工业级,普通,手枪,崭新出厂,50.74,当前在售(23)
2023-6-17 21:58,P2000 | 工业牧草 (久经沙场),工业级,普通,手枪,久经沙场,7.38,当前在售(23)
2023-6-17 21:58,P2000 | 工业牧草 (破损不堪),工业级,普通,手枪,破损不堪,7,当前在售(23)
2023-6-17 21:58,P2000 | 工业牧草 (战痕累累),工业级,普通,手枪,战痕累累,5.82,当前在售(23)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 多普勒 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,11111,当前在售(1)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 多普勒 (崭新出厂),隐秘,★,匕首,崭新出厂,1950,当前在售(1)
2023-6-17 21:58,P2000 | 草原落叶 (略有磨损),工业级,普通,手枪,略有磨损,67.99,当前在售(12)
2023-6-17 21:58,P2000 | 草原落叶 (久经沙场),工业级,普通,手枪,久经沙场,40.67,当前在售(12)
2023-6-17 21:58,P2000 | 草原落叶 (破损不堪),工业级,普通,手枪,破损不堪,39.81,当前在售(12)
2023-6-17 21:58,P2000 | 草原落叶 (战痕累累),工业级,普通,手枪,战痕累累,34.5,当前在售(12)
2023-6-17 21:58,蝴蝶刀（★） | 自动化 (略有磨损),隐秘,★,匕首,略有磨损,13190,当前在售(128)
2023-6-17 21:58,蝴蝶刀（★） | 自动化 (崭新出厂),隐秘,★,匕首,崭新出厂,18800,当前在售(128)
2023-6-17 21:58,蝴蝶刀（★） | 自动化 (久经沙场),隐秘,★,匕首,久经沙场,10250,当前在售(128)
2023-6-17 21:58,蝴蝶刀（★） | 自动化 (破损不堪),隐秘,★,匕首,破损不堪,9480,当前在售(128)
2023-6-17 21:58,蝴蝶刀（★） | 自动化 (战痕累累),隐秘,★,匕首,战痕累累,7977.5,当前在售(128)
2023-6-17 21:58,UMP-45 | 枯焦之色 (略有磨损),消费级,普通,微型冲锋枪,略有磨损,2.13,当前在售(43)
2023-6-17 21:58,UMP-45 | 枯焦之色 (崭新出厂),消费级,普通,微型冲锋枪,崭新出厂,25.26,当前在售(43)
2023-6-17 21:58,UMP-45 | 枯焦之色 (久经沙场),消费级,普通,微型冲锋枪,久经沙场,1.22,当前在售(43)
2023-6-17 21:58,UMP-45 | 枯焦之色 (破损不堪),消费级,普通,微型冲锋枪,破损不堪,1.17,当前在售(43)
2023-6-17 21:58,UMP-45 | 枯焦之色 (战痕累累),消费级,普通,微型冲锋枪,战痕累累,1.71,当前在售(43)
2023-6-17 21:58,SG 553 | 黯翼 (略有磨损),受限,普通,步枪,略有磨损,4.29,当前在售(952)
2023-6-17 21:58,SG 553 | 黯翼 (崭新出厂),受限,普通,步枪,崭新出厂,11.7,当前在售(952)
2023-6-17 21:58,SG 553 | 黯翼 (久经沙场),受限,普通,步枪,久经沙场,2.6,当前在售(952)
2023-6-17 21:58,SG 553 | 黯翼 (破损不堪),受限,普通,步枪,破损不堪,2.07,当前在售(952)
2023-6-17 21:58,SG 553 | 黯翼 (战痕累累),受限,普通,步枪,战痕累累,2.19,当前在售(952)
2023-6-17 21:58,暗影双匕（★ StatTrak™） | 深红之网 (略有磨损),隐秘,★ StatTrak™,匕首,略有磨损,2500,当前在售(4)
